"SbjNum","Nquest","Data_ENTREVISTA","MUN","UF","REG","T_ZONA","T_RESID","D02","T_D01A_1","T_D01A_2","T_D01A_3","D01A_IDADE","D01A_FX_ID","D03","D06","D06a","D08","D07a","Q01","Q02a","Q02b","Q02c","Q02d","Q02e","Q02f","Q02g","Q03","Q04a","Q04b","Q04c","Q04d","Q05a","Q05b","Q05c","Q06","Q07a","Q07b","Q07c","Q07d","Q07e","Q07f","Q07g","Q07h","Q07i","Q07j","Q07l","Q07m","Q07n","Q07o","Q08","Q08b","Q09","Q10P1a","Q10P1b","Q10P2a","Q10P2b","Q10G1","Q10G2","Q10CD","Q10AL","Q10AL_DF","Q10S","Q11a","Q11b","Q11c","Q12","Q13","Q14A","Q14A2","Q14B","Q14B_agregada","Q14B2","Q14B2_agregada","Q14G1","Q14G1_agregada","Q14G2","Q14G2_agregada","Q14S1","Q14S1_agregada","Q14S2","Q14S2_agregada","Q14CD","Q14CD_agregada","Q14AL","Q14AL_agregada","Q14AL_DF","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q16_9","Q16_10","Q16_11","Q16_12","Q16_13","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17_11","Q17_12","Q17_13","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q18_13","Q19","Q22","Q23a","Q23b","Q23c","Q23d","Q24","Q25a","Q25b","Q26a","Q26b","Q27a","Q27b","Q27c","Q27d","Q28_codigos_desagregados","Q28_codigos_agregados1","Q29","Q30a","Q30b","Q30c","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q31_11","Q31_12","Q31_13","Q31_14","Q32","D04","D05","D09_RENDAF","D09a_FX_RENDAF","D09a_RENDAF","D11","D10","D10a","D12_COR","D12a","D20","ID_entrevistador","sexo_entrevistador","peso"
"177540792",1513.0,"11/29/2022",3552205,35,1,1,2,2,2.0,5.0,1990.0,32.0,3,8,4,1,5,3,1,0,0,0,0,7,7,3,1,1,5,5,5,1,1,3,0,3,2,4,2,3,3,4,2,2,2,2,2,2,3,1,1,5,1,4,1,1,35010,35002,97,97,,97,1,,,3,5,1,1,9,1,2,1,35001,1,35001,1,97,3,97,3,97,3,97,3,,1,96,8,96,5,0,0,0,0,0,96,5,96,0,0,8,96,96,0,0,5,96,0,0,5,96,0,0,8,95,95,0,0,0,0,0,95,5,95,0,8,5,1,,24,1,2,5,5,4,3,2,2,5,1,13,13,97,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,3,2,3600,3,,2,3,,2,3,3.0,120.0,1,1.17142423375575
"177540793",1514.0,"11/29/2022",3552205,35,1,1,1,1,7.0,9.0,1998.0,24.0,2,10,11,,,,1,5,5,0,2,3,3,,1,1,2,5,5,5,2,2,4,3,3,1,1,3,1,3,4,4,2,3,2,2,1,5,4,2,1,6,1,2,35007,35001,401,97,,35008,2,,,2,1,1,1,11,1,1,1,97,3,35002,1,35010,1,97,3,97,3,97,3,,4,4,0,96,0,4,0,96,6,7,7,0,5,6,4,0,7,0,3,5,6,8,8,9,2,3,6,3,9,8,8,3,1,95,6,4,3,8,5,5,6,2,2,1,23,3,2,3,3,4,2,4,4,5,1,21,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,3,2,5000,4,,5,3,,2,3,3.0,120.0,1,1.09933464922812
"177540794",1515.0,"11/29/2022",3552205,35,1,1,2,2,27.0,7.0,1979.0,43.0,4,7,4,1,5,3,3,3,3,0,0,7,0,,5,1,1,5,4,5,1,1,5,3,3,1,1,3,3,3,3,3,3,1,3,1,3,1,2,2,4,,4,,,,,,,,,,3,3,5,1,1,9,1,2,1,35006,1,50,4,35004,1,97,3,97,3,97,3,,5,5,5,5,0,0,5,5,5,5,0,5,5,5,5,10,5,0,0,0,0,0,96,0,0,96,5,2,96,96,6,0,96,96,96,3,96,96,8,5,5,5,2,2,,,3,5,1,4,4,4,97,5,2,40,40,97,1,1,2,2,2,1,2,1,2,2,1,2,1,97,1,1,1,2,1,2,5000,4,,1,5,19,8,2,2.0,120.0,1,0.987642687311074
"177541002",1516.0,"11/29/2022",3126109,31,1,2,1,2,18.0,1.0,1938.0,84.0,7,2,13,,,,3,0,3,0,0,0,0,,2,97,97,1,97,97,97,97,10,1,1,4,4,1,3,4,1,4,3,1,1,1,1,4,3,5,2,,2,,,,,,,,,,97,2,1,2,2,,,,,,,,,,,,,,,,,,5,9,96,96,96,8,96,96,10,96,96,96,96,96,9,0,96,96,10,8,96,96,96,96,96,96,96,10,96,96,96,97,97,97,10,96,96,96,96,96,10,2,1,,97,,3,5,1,3,3,5,4,4,1,97,97,1,2,1,1,1,1,1,2,2,1,2,2,97,1,97,1,1,97,1,3,2,2400,2,,5,3,,9,1,3.0,110.0,2,0.59055041482756
"177541357",1517.0,"11/29/2022",3532702,35,1,1,1,1,8.0,1.0,1997.0,25.0,3,3,14,,,,4,1,1,1,6,2,0,,3,3,4,5,5,5,5,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,5,,5,,,,,,,,,,2,2,1,5,4,,,,,,,,,,,,,,,,,,1,0,0,96,0,10,96,96,96,96,96,96,96,96,0,0,96,96,10,10,96,96,96,10,0,96,96,95,95,95,95,0,95,95,95,95,95,95,95,95,95,2,2,2,,,2,5,5,3,2,4,4,3,2,97,97,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,3,2,2424,2,,6,3,,2,3,3.0,171.0,2,1.18084803619188
"177541378",1518.0,"11/29/2022",4106902,41,5,1,1,2,2.0,1.0,1972.0,50.0,5,7,4,3,5,3,3,0,3,0,0,0,7,1,2,4,5,5,4,1,1,1,6,1,1,3,1,4,3,3,2,2,1,2,1,2,1,1,1,2,1,4,1,1,41002,,97,97,,97,2,,,4,5,1,1,97,3,2,1,41009,1,,,41003,1,97,3,97,3,97,3,,5,96,96,96,96,0,96,96,96,96,96,96,96,96,7,10,4,96,0,96,96,96,96,2,96,96,96,96,96,96,96,0,96,96,96,96,96,96,96,96,8,4,2,2,,,3,5,3,3,4,4,3,3,2,97,97,2,1,1,2,1,2,2,1,2,1,1,2,2,1,97,2,2,1,2,1,2,2000,2,,5,97,,8,2,2.0,144.0,1,0.468567418849634
"177541491",1519.0,"11/29/2022",2304400,23,2,1,1,2,3.0,11.0,1998.0,24.0,2,7,15,,,,2,4,5,0,3,7,7,2,1,2,1,2,1,1,3,2,5,2,3,2,1,3,1,2,2,1,1,1,1,1,3,5,2,3,1,6,1,2,23001,,334,97,,23001,2,,,2,1,1,1,3,1,1,1,23002,1,,,23002,1,23006,1,97,3,97,3,,5,6,4,3,1,10,2,5,6,4,96,2,0,96,4,0,1,96,10,3,96,4,3,5,4,96,5,4,10,8,10,1,3,5,8,0,5,8,10,7,2,2,2,1,4,2,3,5,5,4,4,5,3,5,1,97,97,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1800,2,,1,5,1,1,4,2.0,156.0,1,0.364552069058593
"177541700",1520.0,"11/29/2022",4309209,43,5,1,1,1,20.0,9.0,1982.0,40.0,4,3,3,1,2,3,4,0,0,7,0,0,2,,5,2,5,5,1,1,5,1,0,3,97,4,3,3,3,4,3,3,3,3,3,3,4,5,4,5,1,6,1,2,97,43001,97,50,,97,2,,,2,5,1,1,97,3,97,3,97,3,97,3,97,3,97,3,97,3,97,3,,5,0,0,96,96,10,96,96,96,96,96,96,96,1,1,0,96,96,5,96,96,1,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,4,4,2,2,,,2,5,5,4,3,5,4,5,97,97,97,97,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2600,3,,6,97,,2,3,2.0,178.0,1,1.50202568976789
"177541704",1521.0,"11/29/2022",2304400,23,2,1,1,1,22.0,2.0,2002.0,20.0,2,7,11,,,,3,7,2,0,1,5,7,2,1,1,2,4,1,1,2,2,6,1,3,3,1,1,1,3,1,1,3,3,2,3,3,4,3,2,1,6,1,2,23001,,97,97,,23001,2,,,3,2,3,3,,,,,,,,,,,,,,,,,,4,7,96,0,96,7,2,3,4,7,8,6,9,5,7,4,96,6,9,3,1,0,96,7,2,5,6,8,3,96,7,9,3,6,7,9,7,5,3,9,10,4,2,2,,,3,5,5,3,2,2,4,4,1,11,11,1,1,1,2,2,2,3,2,2,2,2,2,3,1,1,1,1,1,1,3,2,1250,2,,5,5,9,8,2,5.0,156.0,1,0.705227321474499
"177541958",1522.0,"11/29/2022",3515707,35,1,1,1,2,20.0,2.0,1958.0,64.0,6,2,16,,,,4,0,0,0,0,0,0,,5,5,5,1,5,5,1,1,0,4,4,4,4,4,97,4,1,1,4,4,4,4,4,97,4,5,2,,1,2,,60,,,,,,,,1,1,1,1,97,3,97,3,97,3,97,3,97,3,97,3,97,3,97,3,,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,96,96,10,9,96,96,96,10,96,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,10,2,2,2,,,3,3,3,4,4,4,4,4,2,97,97,1,2,2,2,1,1,2,2,2,2,2,2,2,1,97,1,1,97,2,6,2,1200,1,,6,97,,9,1,2.0,117.0,2,0.59055041482756
"177542019",1523.0,"11/29/2022",5208707,52,3,1,1,1,26.0,2.0,1985.0,37.0,4,6,2,1,2,3,3,7,5,6,3,3,1,,2,2,3,2,2,2,3,2,8,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,2,2,5,,5,,,,,,,,,,2,3,5,4,4,,,,,,,,,,,,,,,,,,5,1,2,3,2,1,3,4,2,3,2,1,3,2,96,8,4,3,2,3,3,2,2,1,3,3,2,3,3,2,3,2,3,2,3,2,2,3,4,2,10,4,1,,97,,3,5,3,3,3,5,5,1,1,97,97,97,2,2,2,2,97,97,97,2,2,2,2,2,1,97,1,1,1,1,1,2,3000,3,,5,5,1,5,5,2.0,183.0,2,0.38262475131958
"177542215",1524.0,"11/29/2022",1302603,13,4,1,1,1,8.0,8.0,1986.0,36.0,4,8,4,1,5,3,2,0,2,0,0,0,3,,2,4,97,2,3,2,4,1,3,3,1,4,3,4,4,4,4,3,3,1,3,1,4,2,2,2,1,4,1,1,13008,13002,60,60,,13004,2,,,2,1,1,1,9,1,2,1,13007,1,13002,1,13004,1,13003,1,97,3,97,3,,3,0,7,0,0,0,0,0,0,0,0,3,3,0,0,8,96,7,0,0,0,0,0,0,4,0,0,3,7,7,2,0,3,3,3,1,3,8,7,0,8,5,2,1,24,3,3,1,1,3,4,4,4,4,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,3,2,5225,4,,5,97,,4,5,4.0,152.0,1,0.385264322902551
"177542552",1525.0,"11/29/2022",2211001,22,2,1,1,1,20.0,6.0,1968.0,54.0,5,5,1,3,1,3,3,2,3,2,2,3,2,,2,2,2,5,2,4,2,5,5,1,1,3,1,3,1,3,1,3,3,1,3,1,1,2,2,3,1,4,1,1,22008,,482,97,,22004,2,,,2,5,4,4,,,,,,,,,,,,,,,,,,5,5,10,3,3,2,3,3,4,96,96,3,96,4,0,10,96,96,0,3,96,96,96,4,96,96,3,0,10,5,3,0,3,3,4,0,96,96,96,3,10,2,2,2,,,3,5,5,2,2,1,1,4,1,5,5,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,5000,4,,3,3,,5,1,5.0,185.0,1,0.942257881472091
"177542553",1526.0,"11/29/2022",2211001,22,2,1,1,2,4.0,5.0,1979.0,43.0,4,6,2,1,2,3,4,0,7,0,0,7,7,1,4,3,3,3,1,5,5,5,10,4,4,3,1,4,1,1,3,2,4,1,3,1,3,5,4,5,1,6,1,2,97,,132,450,,22004,2,,,4,1,1,1,5,1,1,1,22002,1,,,22018,1,97,3,97,3,189,1,,5,0,0,0,0,4,2,2,3,0,0,0,2,2,0,0,96,96,10,10,96,96,96,5,96,96,5,5,3,0,1,5,2,2,2,3,1,2,1,2,0,4,2,2,,,2,5,5,4,4,1,1,1,2,97,97,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,2,1442,2,,5,3,,8,2,2.0,185.0,1,0.702829012337601
"177542554",1527.0,"11/29/2022",2211001,22,2,1,1,2,31.0,10.0,1988.0,34.0,3,10,1,1,1,3,2,1,7,7,0,2,7,2,2,3,3,2,1,5,3,2,5,2,2,3,1,3,2,2,2,2,3,1,2,1,1,1,3,2,1,4,1,1,22008,,110,108,,22004,1,,,3,3,1,5,10,1,,,22001,1,,,22003,1,22013,1,173,1,141,1,,3,5,8,96,9,0,5,5,6,96,96,9,8,4,8,10,96,96,0,0,96,96,96,0,96,96,4,96,95,95,95,0,0,96,96,0,5,10,10,5,10,5,2,1,22,3,2,5,5,4,3,5,5,5,1,5,5,1,1,1,1,1,98,2,1,2,1,2,3,1,1,2,3,3,1,1,2,2,5000,4,,4,3,,7,1,4.0,185.0,1,0.641400272831213
"177542669",1528.0,"11/29/2022",2609600,26,2,1,1,1,20.0,5.0,1979.0,43.0,4,7,4,3,5,3,3,0,7,2,0,7,7,2,2,4,5,3,1,4,3,1,7,4,1,4,3,4,4,2,1,1,3,1,3,1,3,1,1,1,1,4,1,1,26010,26002,97,120,,26006,2,,,2,5,1,1,9,1,2,1,60,4,,,60,4,60,4,60,4,97,3,,3,0,9,96,0,0,2,2,96,0,96,2,5,96,1,10,1,96,0,0,96,96,5,0,10,0,0,0,10,96,1,0,5,2,96,0,97,1,5,6,10,4,2,2,,,3,5,5,3,2,2,1,4,1,40,40,1,1,1,1,1,97,1,3,2,3,3,3,1,1,1,97,97,1,1,1,2,1300,2,,3,5,1,8,2,4.0,179.0,1,0.588622182612501
"177542742",1529.0,"11/29/2022",3532702,35,1,1,1,1,11.0,9.0,1973.0,49.0,5,2,4,1,5,3,3,0,7,7,0,0,0,,5,2,2,2,3,2,2,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,6,1,2,35007,35001,464,50,,97,2,,,1,1,1,1,97,3,1,1,35001,1,97,3,97,3,97,3,97,3,70,5,,5,96,96,96,96,10,96,96,96,96,96,96,96,96,5,5,3,3,10,8,5,5,5,8,7,6,5,96,97,96,96,96,96,97,97,97,97,97,97,97,96,2,1,,4,2,3,5,5,3,1,2,3,3,1,97,97,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,98,6,2,2600,3,,3,3,,5,3,7.0,166.0,2,1.72089686200402
"177543217",1530.0,"11/29/2022",3541406,35,1,1,1,2,2.0,8.0,1996.0,26.0,3,7,6,1,2,3,2,0,4,0,0,2,7,2,2,4,97,5,4,5,97,5,5,3,3,3,3,3,4,4,3,3,3,3,3,2,3,2,2,2,1,4,1,1,35010,35002,291,481,,97,3,,,97,5,4,4,,,,,,,,,,,,,,,,,,5,96,0,97,96,0,96,96,96,96,96,96,96,96,0,10,96,96,0,0,96,96,96,0,10,96,0,3,10,97,97,0,5,97,97,97,97,97,97,97,10,4,2,2,,,2,5,5,3,4,4,3,4,2,97,97,97,1,1,1,1,2,2,1,2,97,2,1,2,1,2,1,1,97,2,1,2,2000,2,,1,5,1,2,3,6.0,135.0,1,0.809111051833932
"177543218",1531.0,"11/29/2022",3541406,35,1,1,1,1,7.0,2.0,1965.0,57.0,6,7,2,2,2,3,3,1,3,0,7,0,0,,5,2,1,5,5,5,5,1,0,3,3,2,2,4,2,1,4,2,2,2,4,3,2,2,1,1,5,,5,,,,,,,,,,1,4,5,1,1,9,1,2,1,35005,1,35002,1,35013,1,35008,1,97,3,97,3,,5,0,3,3,3,0,0,0,0,2,2,2,96,0,3,7,7,4,0,0,4,5,2,3,1,96,3,97,10,10,10,0,0,0,0,97,97,5,96,0,10,5,2,2,,,3,5,5,3,3,3,3,4,1,10,10,1,1,1,2,1,2,2,3,3,2,2,1,1,1,1,1,1,1,2,1,2,2000,2,,3,5,14,8,2,4.0,135.0,1,0.475202173905008
"177543219",1532.0,"11/29/2022",3541406,35,1,1,1,2,12.0,7.0,1970.0,52.0,5,4,4,2,5,3,3,3,7,0,0,7,0,,2,2,2,5,2,1,4,1,97,3,3,3,1,3,1,3,1,1,3,1,1,3,3,2,3,97,1,4,1,1,35010,35002,97,60,,35003,3,,,97,4,1,1,9,1,2,1,97,3,97,3,97,3,97,3,97,3,97,3,,5,96,96,96,96,97,96,96,96,96,96,96,96,96,10,10,96,96,97,10,97,96,96,97,96,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,95,4,2,2,,,2,5,5,3,4,5,5,4,2,97,97,97,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,97,1,4,2,2000,2,,2,3,,8,2,2.0,135.0,1,0.988758907044124
"177543339",1533.0,"11/29/2022",3102407,31,1,1,1,1,19.0,5.0,1984.0,38.0,4,7,6,1,2,1,4,0,0,0,7,0,0,,5,1,1,5,1,5,1,1,3,3,3,4,1,4,4,4,3,3,3,1,3,1,1,2,1,2,1,4,1,1,31010,,385,318,,31003,4,,,3,1,1,1,9,1,2,1,31008,1,31001,1,31004,1,97,3,97,3,213,1,,5,8,10,5,1,0,3,3,0,8,8,8,8,0,0,10,5,5,0,0,0,0,0,0,5,97,0,1,10,10,1,0,2,2,8,8,8,8,8,8,10,5,2,1,14,2,3,5,5,3,4,5,1,1,1,4,4,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,3000,3,,2,3,,8,2,3.0,108.0,1,0.82715480442784
"177543340",1534.0,"11/29/2022",3102407,31,1,1,1,2,14.0,2.0,1986.0,36.0,4,6,2,1,1,3,3,0,2,0,7,0,7,2,4,1,2,5,2,5,5,1,8,3,3,3,4,3,3,4,3,1,3,3,3,3,3,2,2,4,1,4,1,1,31010,,97,97,,31003,2,,,3,3,1,1,9,1,2,1,31008,1,31001,1,31004,1,60,4,97,3,97,3,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,96,0,2,96,3,96,4,2,96,7,8,6,96,96,0,6,8,8,5,96,96,96,96,10,4,2,2,,,1,5,5,3,4,2,2,3,1,97,97,1,2,97,2,1,2,2,1,2,1,2,97,2,1,97,2,2,2,2,1,2,3500,3,,1,5,2,7,1,4.0,108.0,1,0.582250010489996
"177543341",1535.0,"11/29/2022",3102407,31,1,1,1,1,8.0,6.0,2000.0,22.0,2,8,4,2,5,3,2,0,2,0,1,0,2,,2,1,4,1,1,5,1,1,5,3,3,4,1,4,2,4,3,4,1,2,4,4,1,2,2,3,1,3,1,60,31002,,97,97,,31005,3,,,2,3,1,1,97,3,97,3,31008,1,31001,1,97,3,97,3,97,3,97,3,,1,6,7,3,5,7,10,8,97,6,97,4,97,8,6,7,96,3,6,5,96,4,96,7,8,96,9,97,97,97,97,97,97,97,97,97,97,97,97,97,8,4,1,,3,2,3,3,4,4,3,5,97,4,1,40,40,2,2,1,2,1,1,1,3,1,97,3,2,1,2,2,2,1,2,1,3,2,2000,2,,3,3,,2,3,2.0,108.0,1,0.667518711103479
"177543342",1536.0,"11/29/2022",3102407,31,1,1,1,2,30.0,7.0,1990.0,32.0,3,9,1,2,1,3,2,1,5,0,3,3,7,2,2,1,1,4,5,5,5,4,8,3,2,2,1,3,3,3,1,4,3,2,2,2,2,5,4,5,1,6,1,2,31004,,50,50,,31001,1,,,3,1,1,1,5,1,1,1,31008,1,31001,1,97,3,97,3,229,1,143,1,,5,96,0,96,3,10,96,96,2,96,96,96,96,2,2,0,2,2,10,2,2,2,2,2,96,96,5,7,0,96,96,0,96,96,96,96,96,96,96,96,0,4,2,1,4,2,2,5,5,4,3,4,2,4,1,41,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,3,2,2000,2,,2,3,,8,2,3.0,108.0,1,0.563685306767699
"177543343",1537.0,"11/29/2022",3102407,31,1,1,1,1,24.0,1.0,1988.0,34.0,3,9,1,1,1,3,2,0,7,0,0,4,7,1,2,1,4,4,5,4,5,5,8,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,1,1,4,1,1,31010,,293,292,,31003,2,,,3,3,1,1,9,1,2,1,31008,1,31001,1,31007,1,31004,1,97,3,132,1,,2,97,96,96,96,0,96,96,3,1,4,97,4,2,2,6,5,2,1,1,0,4,1,3,5,3,3,6,9,5,5,1,5,5,3,1,3,96,8,4,6,4,2,1,24,2,2,5,5,3,3,3,4,2,1,9,1,1,1,1,2,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,3,2,2000,2,,5,3,,2,3,5.0,108.0,1,0.595709705431049
"177543407",1538.0,"11/29/2022",4300604,43,5,1,1,2,6.0,12.0,1989.0,32.0,3,6,15,,,,3,0,7,0,3,2,7,1,2,2,3,5,3,3,4,2,5,3,3,1,2,3,3,3,3,3,3,2,3,2,3,3,3,2,1,4,1,1,43006,43001,97,97,,43003,1,,,2,5,1,1,9,1,2,1,43001,1,43001,1,43008,1,43008,1,233,3,97,3,,4,8,10,96,4,0,3,5,6,1,96,96,2,4,3,10,3,96,0,3,96,8,96,96,96,96,0,4,10,3,95,0,5,3,7,96,96,96,7,3,5,4,2,2,,,2,5,5,3,3,3,5,3,1,9,1,2,1,1,2,1,1,1,2,2,2,2,2,2,3,2,1,1,2,1,1,2,3000,3,,5,3,,2,3,3.0,177.0,2,1.10041174888403
"177543592",1539.0,"11/29/2022",5206800,52,3,1,1,2,9.0,4.0,1997.0,25.0,3,8,12,,,,2,7,5,0,3,3,7,1,1,1,1,4,5,5,3,4,7,2,2,2,1,3,2,2,3,4,4,3,3,2,2,5,4,4,1,6,1,2,52009,,240,97,,52003,1,,,2,1,1,1,5,1,1,1,52005,1,,,50,4,50,4,50,4,50,4,,5,4,0,0,0,6,4,3,4,8,96,2,0,2,10,0,0,0,10,5,96,0,6,4,3,96,6,7,10,5,7,4,7,5,5,8,10,9,10,7,4,2,2,1,23,2,2,5,5,3,2,4,5,5,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,3,2,1500,2,,6,96,,9,1,3.0,181.0,2,0.355071036768259
"177543620",1540.0,"11/29/2022",3515707,35,1,1,1,2,23.0,11.0,1989.0,33.0,3,7,15,,,,4,0,0,0,0,0,7,2,2,1,2,1,1,1,1,1,7,3,3,3,1,3,1,1,1,1,3,1,3,3,3,3,2,3,1,6,1,98,97,97,97,97,,97,3,,,2,5,1,1,9,1,2,1,35001,1,35001,1,97,3,97,3,97,3,97,3,,5,5,5,4,5,7,8,5,5,5,96,5,5,5,9,5,8,96,5,9,9,9,5,6,6,96,96,95,95,95,95,10,95,95,95,95,95,95,95,95,96,5,2,2,,,3,5,5,3,4,5,1,2,1,97,97,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,2,1600,2,,5,3,,2,3,6.0,117.0,2,0.809111051833932
"177543625",1541.0,"11/29/2022",4106902,41,5,1,1,1,15.0,11.0,1952.0,70.0,7,2,14,,,,4,7,7,3,0,0,0,,4,1,1,5,1,5,2,2,0,4,4,3,1,4,1,3,4,4,4,4,3,1,1,5,4,5,1,6,1,2,41002,,97,97,,41002,1,,,3,1,1,1,5,1,2,1,97,3,,,97,3,97,3,97,3,97,3,,5,0,0,0,0,10,96,96,96,10,96,96,96,5,8,0,0,0,10,10,96,96,96,10,96,96,10,97,10,10,10,0,97,97,97,97,97,10,10,10,0,5,1,,4,1,2,4,4,3,3,1,2,1,2,3,1,1,2,1,2,1,2,2,1,3,2,3,2,2,1,2,1,1,2,1,1,2,4000,4,,6,100,,8,2,7.0,130.0,2,1.14098873277534
"177543844",1542.0,"11/29/2022",5208707,52,3,1,1,2,14.0,9.0,1995.0,27.0,3,9,2,1,2,3,4,0,0,0,0,3,1,,3,1,97,5,1,5,97,1,6,97,1,97,1,4,4,97,1,97,97,1,1,1,98,1,2,3,1,4,1,1,52007,,97,97,,97,2,,,3,4,1,1,9,1,2,1,97,3,,,97,3,97,3,97,3,97,3,,4,96,96,96,10,0,96,96,96,96,96,96,96,96,96,8,96,96,0,0,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,10,4,2,2,,,2,4,4,4,4,4,97,3,2,15,5,1,1,1,1,1,2,1,1,2,1,2,3,2,1,2,2,2,1,2,3,2,5000,4,,5,3,,2,3,2.0,183.0,2,1.25165052375252
"177544558",1543.0,"11/29/2022",2609600,26,2,1,1,1,21.0,10.0,1978.0,44.0,4,4,4,1,5,2,4,0,0,0,0,0,0,,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,1,6,1,2,60,26002,60,60,,60,3,,,4,1,1,1,9,1,2,1,60,4,,,60,4,60,4,70,5,60,4,,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,96,96,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,5,2,2,,,2,5,5,4,4,5,5,5,1,97,97,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,2000,2,,6,3,,8,2,5.0,179.0,1,1.0257359074708
"177544900",1544.0,"11/29/2022",3126109,31,1,2,1,2,27.0,5.0,1974.0,48.0,5,7,6,1,2,3,3,0,7,0,1,7,0,,2,1,1,4,5,1,2,5,5,3,3,1,1,3,4,3,3,2,1,2,3,1,2,1,1,4,1,4,1,1,31010,,50,50,,50,2,,,4,4,1,1,9,1,2,1,50,4,60,4,60,4,60,4,60,4,60,4,,5,96,5,96,0,0,0,0,4,96,96,96,96,0,6,8,96,96,0,3,0,96,96,0,96,96,5,2,97,97,97,0,0,0,97,97,97,97,97,97,10,4,2,1,24,2,2,5,5,3,4,2,4,4,2,4,4,1,1,1,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,2,1,2,5000,4,,4,3,,2,3,3.0,110.0,2,1.17914975292175
"177545259",1545.0,"11/29/2022",3541406,35,1,1,1,1,15.0,7.0,1971.0,51.0,5,3,4,1,5,1,1,0,3,3,4,4,3,,1,5,5,4,2,1,5,2,3,4,3,4,1,4,4,1,3,3,2,3,2,3,4,3,1,2,1,4,1,1,35010,35002,322,314,,35003,2,,,4,5,1,1,9,1,2,1,35001,1,35001,1,97,3,97,3,97,3,97,3,,5,0,4,6,3,0,0,2,1,0,0,3,1,0,0,5,8,1,0,0,2,0,0,1,5,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,10,5,1,,29,2,3,1,1,2,1,4,3,3,1,10,10,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,4000,4,,3,3,,2,3,4.0,135.0,1,1.72089686200402
"177545434",1546.0,"11/29/2022",4106902,41,5,1,1,1,18.0,2.0,1997.0,25.0,3,6,6,1,2,3,3,0,7,0,0,0,7,2,2,97,2,5,1,1,2,1,8,3,3,2,1,4,3,3,1,1,1,1,1,1,3,2,3,4,1,50,1,1,50,,50,50,,50,1,,,4,5,1,1,97,3,97,3,97,3,,,97,3,97,3,97,3,97,3,,5,96,96,96,96,4,4,5,96,3,96,96,96,96,2,5,3,96,1,3,96,96,96,1,96,96,2,97,97,97,97,0,97,97,97,97,97,97,97,97,96,5,2,2,,,1,5,4,3,3,5,5,5,2,41,1,2,1,1,1,1,1,1,97,2,2,2,2,2,2,97,1,1,2,2,3,2,999997,97,4,5,5,998,2,3,7.0,130.0,2,0.921599356358703
